PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,TEU,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS & NUMBERS,IMPORTER ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,DISTRIBUTION PORT,MASTER B/L,VOYAGE NUMBER,SEAL,SHIPMENT REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT
FROZEN ALASKA POLLOCK FILLET FROZEN ALASKA POLLOCK FILLET VENT CLOSED REEFER CONTAINER TEMPERATURE SET AT - . C.,GLOBAL GO LOGISTICS LLC,GLOBAL LOGISTICAL CONNECTIONS INC,"DALIAN YANGYI FOOD CO.,LTD.",2025-12-23,2,52800,24000,Ching Tao,"Boston, Massachusetts",EVER FOCUS,China,N/M N/M THE SAME THE SAME THE SAME,"1200 BRICKELL AVE STE 1950 #1235 MIAMI, FL 33131 RADU@GLOBALGO-LOGISTICS.COM MOBILE: +1 (562) 259-7484","FLOOR 1-5, NO. 299-1, SECTI ON 1, ERHUAN ROAD, XULING COMMUNITY, XINHUA STREET, ZHU ANGHE CITY, DALIAN,",33131,1,EMCU5579973,45R1,1100,CTN,50,X,EGLV144500275334,M,,,1239E,EMCQEZ1814,PANAMA,,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338,,,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,GLOBAL GO LOGISTICS LLC,"1200 BRICKELL AVE STE 1950 #1235 MIAMI, FL 33131 RADU@GLOBALGO-LOGISTICS.COM MOBILE: +1 (562) 259-7484","DALIAN, CHINA"
"FROZEN MSC USA ALASKA POLLOCK FILLET BLOCKS,SKINLESS, BONELESS, PBO. CHEMICAL FREE. MOI STURE % MAXIMUM, . LBS/CASE FROZEN MSC USA ALASKA POLLOCK FILLET BLOCKS,SKINLESS, BONELESS, PBO. CHEMICAL FREE. MOI STURE % MAXIMUM, . LBS/CASE FROZEN MSC USA ALASKA POLLOCK FILLET BLOCKS,SKINLESS, BONELESS, PBO. CHEMICAL FREE. MOI STURE % MAXIMUM, . LBS/CASE","KEYSTONE SEAFOODS, LLC",KEYSTONE SEAFOODS LLC,"RIZHAO SMART FOODS CO., LTD.",2025-12-23,6,168960,76800,Ching Tao,"Boston, Massachusetts",EVER FOCUS,China,N/M N/M N/M,"1900 N BAYSHORE DRIVE,MIAMI, 33132, US","WEST SIDE OF ZHAOYANG BEI ROAD RIZH AO,RIZHAO PT,CN",,3,EMCU5690610 EMCU5630761 EMCU5633837,4FR0 4FR0 4FR0,3198,CTN,0,,EIMSSEH00246434,H,,EGLV140502802592,1239E,EMCSTN8404 EMCSTN7914 EMCSTN8044,UNITED STATES,,EIMS,EIMSKIP LOGISTICS INC,VIRGINIA BEACH,VA,23462-6784,1 COLUMBUS CENTER STE 500,"KEYSTONE SEAFOODS, LLC","1900 N BAYSHORE DRIVE,MIAMI,US","QINGDAO, CHINA"
"FROZEN MSC USA ALASKA POLLOCK FILLET FROZEN MSC USA ALASKA POLLOCK FILLET BLOCKS, SKINLESS, BONELESS, PBO. CHEMICAL FREE. MOISTURE % MAXIMUM, . LBS/CASE PO# P , P , P VENT CLOSED, THIS SHIPMENT CONTAINS NO SOLID WOODEN PACKING MATERIAL HS TEMPERATURE SET AT - . C. REEFER CONTAINER FROZEN MSC USA ALASKA POLLOCK FILLET FROZEN MSC USA ALASKA POLLOCK FILLET","EIMSKIP LOGISTICS, INC.",EIMSKIP LOGISTICS INC,"EIMSKIP LOGISTICS (QINGDAO) CO.,",2025-12-23,6,168960,76800,Ching Tao,"Boston, Massachusetts",EVER FOCUS,China,N/M N/M THE SAME THE SAME THE SAME THE SAME THE SAME THE SAME THE SAME THE SAME THE SAME THE SAME N/M N/M,"1206 LASKIN ROAD (SUITE 251) , VIRGINIA BEACH, VA 23451 EMAIL:OCEANIMPORTS@EIMSKIPUSA.COM","LTD. 23F,TIMES SQUARE,NO.52,HONGKONG MID.ROAD,QINGDAO 266071,CHINA",23451,3,EMCU5690610 EMCU5630761 EMCU5633837,4FR0 4FR0 4FR0,3198,CAS,135,X,EGLV140502802592,M,,,1239E,EMCSTN8404 EMCSTN7914 EMCSTN8044,PANAMA,,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338,,,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,"EIMSKIP LOGISTICS, INC.","1206 LASKIN ROAD (SUITE 251) , VIRGINIA BEACH, VA 23451 EMAIL:OCEANIMPORTS@EIMSKIPUSA.COM","QINGDAO, CHINA"
"MSC FROZEN ALASKA POLLOCK LOINS MSC FROZEN ALASKA POLLOCK LOINS, SKINLESS, BONELESS, IQF VENT CLOSED SHIPPER DECLARES THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS. FREIGHT PREPAID, REEFER CONTAINER TEMPERATURE SET AT - . C.",YT GLOBAL INC. BOSTON OFFICE,YT GLOBAL INC,"YT GLOBAL CO., LTD.",2025-12-23,2,53020,24100,Ching Tao,"Boston, Massachusetts",EVER FOCUS,China,N/M N/M THE SAME THE SAME THE SAME THE SAME THE SAME THE SAME THE SAME,"400 FRANKLIN ST, STE. 305, BRAINTREE, MA 02184 TEL: 001-781-579-2060 FAX: 001-781-428-3621","RM 1510, NO. 2 LUSHAN ROAD, HUANGDAO DISTRICT, QINGDAO, CHINA ZIP CODE: 266555",02184,1,EMCU5423234,,4400,CTN,50,X,EGLV140557343468,M,,,1239E,EMCSVA1134,PANAMA,,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338,,,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,YT GLOBAL INC. BOSTON OFFICE,"400 FRANKLIN ST, STE. 305, BRAINTREE, MA 02184 TEL: 001-781-579-2060 FAX: 001-781-428-3621","QINGDAO, CHINA"
"FROZEN HADDOCK BLOCK FROZEN HADDOCK BLOCK FROZEN ALASKA POLLOCK BLOCK VENT CLOSED X 'RH(PART OF) FREIGHT PREPAID THIS SHIPMENT CONTAINS NO SOLID WOOD, PACKING MATERIAL. REEFER CONTAINER TEMPERATURE SET AT - . C.",HIGH LINER FOODS (USA) INCORPORATED,HIGH LINER FOODS INC,"YANTAI CHENYANG FOOD CO., LTD",2025-12-23,1.7441275167785235,45738,20790,Ching Tao,"Boston, Massachusetts",EVER FOCUS,China,N/M N/M THE SAME THE SAME THE SAME THE SAME THE SAME THE SAME THE SAME THE SAME,"1 HIGHLINER AVENUE PORTSMOUTH, NEW HAMPSHIRE 03801","1010 HAINUO BUILDING, CHANGJIANG ROAD,YANTAI ETDZ,264006 P. R. CHINA",03801,1,EMCU5616357,45R1,660,CTN,37,X,EGLV140557334744,,,,1239E,EMCSVA0654,PANAMA,,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338,,,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,QUARTZ LOGISTICS(NY) INC.,"182-23 150TH AVE., 2ND FLOOR,SUITE E SPRINGFIELD GARDENS,NY 11413 TEL:516-226-3610 FAX:516-226-3613 EMAIL:NYCOP@QUARTZ-LOGISTICS.COM","QINGDAO, CHINA"
DRY SALTED ALASKA POLLOCK FILLET THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS TEMP:- C VENT:CLOSED,PERMAFROST WAREHOUSING INC,PERMAFROST WAREHOUSING INC,DONGGANG JINSHENG BIOTECHNOLOGY CO.,2025-12-23,2,62370,28350,Pusan,"Port Everglades, Florida",MSC ILLINOIS VII,South Korea,N/M SAME SAME,6831 NW 37TH AVE. MIAMI FL 33147 UNITED STATES,"NO.67 XIAOSI RODE,DONGGANG CITY DANDONG 21 118000 CHINA",33147,1,MSDU9754742,45R1,2705,CTN,50,X,MEDUHW369712,,,,544E,FX42460295,LIBERIA,,MEDU,MSC MEDITTERRANEAN SHIPPING COMPANY SA,GENEVA,,,,DNA LOGISTICS GROUP,25 STREET 10100 NW MIAMI FL 33172 UNITED STATES,DALIAN
"FROZEN MSC PINK SALMON SKINLESS PORTION .MAAK OR SALES CONTRACT PO #: S - .FISHIN PO #: PO .FIN #: - .PRODUCT NAME AND SIZE: PINK SALMON PORTION X LB .NUMBER OF CASES AND LBS: CTNS, LBS .PACKER'S MSC #: MSC-C- .FISH REGION:ALASKA GULF, USA FAO .COUNTRY OF ORIGIN:CHINA .BE, ST BY DATE: / / .MANUFACTURER'S NAME: QINGDAO JIAODONG FOODSTUFFS DEVELOPMENT CO.,LTD ADDRESS:TAIWAN INDUSTRIAL DISTRICT LANZHOU EAST ROAD JIAOZHOU QINGDAO CHINA PLANT #:FN FDA REGISTRATION NUMBER: THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS TEMP: - 'C VENT:CLOSED","THE FISHIN&APOS; COMPANY,",THE FISHIN & APOS COMPANY,QINGDAO JIAODONG FOODSTUFFS DEVELOP,2025-12-22,2,47740,21700,Pusan,"Mobile, Alabama",CONTI CHIVALRY,South Korea,N/M,"3714 MAIN STREET,MUNHALL, PA 15120U SA .","MENT CO.,LTD TAIWAN INDUSTRIAL DIST RICT LANZHOU EAST ROAD JIAOZHOU QIN GDAO CHINA",,1,SZLU5040550,45R1,3300,CTN,0,,SAACAGTAO524611,H,,MEDUR9108297,545E,FX42591173,LIBERIA,,SAAC,SANTIAGO & ASSOCIATES INC,ST LOUIS,MO,63141,5 THE PINES CT #5C,"JOHN S. CONNOR INC.,","799 CROMWELL PARK DRIVE,SUITE A-G,G LEN BURNIE, MD 21061,USA .",QINGDAO
"FROZEN MSC PINK SALMON SKINLESS PORTION .MAAK OR SALES CONTRACT PO #: S - .FISHIN PO #: PO .FIN #: - .PRODUCT NAME AND SIZE: PINK SALMON PORTION X LB .NUMBER OF CASES AND LBS: CTNS, LBS .PACKER'S MSC #: MSC-C- .FISH REGION:ALASKA GULF, USA FAO .COUNTRY OF ORIGIN:CHINA .BE, ST BY DATE: / / .MANUFACTURER'S NAME: QINGDAO JIAODONG FOODSTUFFS DEVELOPMENT CO.,LTD ADDRESS:TAIWAN INDUSTRIAL DISTRICT LANZHOU EAST ROAD JIAOZHOU QINGDAO CHINA PLANT #:FN FDA REGISTRATION NUMBER: THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS TEMP: - 'C VENT:CLOSED","THE FISHIN&APOS; COMPANY,",THE FISHIN & APOS COMPANY,QINGDAO JIAODONG FOODSTUFFS DEVELOP,2025-12-22,2,47740,21700,Pusan,"Mobile, Alabama",CONTI CHIVALRY,South Korea,N/M,"3714 MAIN STREET,MUNHALL, PA 15120U SA .","MENT CO.,LTD TAIWAN INDUSTRIAL DIST RICT LANZHOU EAST ROAD JIAOZHOU QIN GDAO CHINA",,1,SZLU5040544,45R1,3300,CTN,0,,SAACAGTAO524613,H,,MEDUR9108305,545E,FX42591174,LIBERIA,,SAAC,SANTIAGO & ASSOCIATES INC,ST LOUIS,MO,63141,5 THE PINES CT #5C,"JOHN S. CONNOR INC.,","799 CROMWELL PARK DRIVE,SUITE A-G,G LEN BURNIE, MD 21061,USA .",QINGDAO
"FROZEN MSC PINK SALMON SKINLESS PORTION .MAAK OR SALES CONTRACT PO #: S - .FISHIN PO #: PO .FIN #: - .PRODUCT NAME AND SIZE: PINK SALMON PORTION X LB .NUMBER OF CASES AND LBS: CTNS, LBS .PACKER'S MSC #: MSC-C- .FISH REGION:ALASKA GULF, USA FAO .COUNTRY OF ORIGIN:CHINA .BE, ST BY DATE: / / .MANUFACTURER'S NAME: QINGDAO JIAODONG FOODSTUFFS DEVELOPMENT CO.,LTD ADDRESS:TAIWAN INDUSTRIAL DISTRICT LANZHOU EAST ROAD JIAOZHOU QINGDAO CHINA PLANT #:FN FDA REGISTRATION NUMBER: THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS TEMP: - 'C VENT:CLOSED","THE FISHIN&APOS; COMPANY,",THE FISHIN & APOS COMPANY,QINGDAO JIAODONG FOODSTUFFS DEVELOP,2025-12-22,2,47740,21700,Pusan,"Mobile, Alabama",CONTI CHIVALRY,South Korea,N/M,"3714 MAIN STREET,MUNHALL, PA 15120U SA .","MENT CO.,LTD TAIWAN INDUSTRIAL DIST RICT LANZHOU EAST ROAD JIAOZHOU QIN GDAO CHINA",,1,SZLU5043034,45R1,3300,CTN,0,,SAACAGTAO524614,H,,MEDUR9106713,545E,FX42591175,LIBERIA,,SAAC,SANTIAGO & ASSOCIATES INC,ST LOUIS,MO,63141,5 THE PINES CT #5C,"JOHN S. CONNOR INC.,","799 CROMWELL PARK DRIVE,SUITE A-G,G LEN BURNIE, MD 21061,USA .",QINGDAO
"FROZEN MSC PINK SALMON SKINLESS PORTION .MAAK OR SALES CONTRACT PO #: S - .FISHIN PO #: PO .FIN #: - .PRODUCT NAME AND SIZE: PINK SALMON PORTION X LB .NUMBER OF CASES AND LBS: CTNS, LBS .PACKER'S MSC #: MSC-C- .FISH REGION:ALASKA GULF, USA FAO .COUNTRY OF ORIGIN:CHINA .BE, ST BY DATE: / / .MANUFACTURER'S NAME: QINGDAO JIAODONG FOODSTUFFS DEVELOPMENT CO.,LTD ADDRESS:TAIWAN INDUSTRIAL DISTRICT LANZHOU EAST ROAD JIAOZHOU QINGDAO CHINA PLANT #:FN FDA REGISTRATION NUMBER: THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS TEMP: - 'C VENT:CLOSED",RX SHIPPING AGENCY INC,RX SHIPPING AGENCY INC,SHANGHAI ATLANTIC GATE FORWARDING L,2025-12-22,2,47740,21700,Pusan,"Mobile, Alabama",CONTI CHIVALRY,South Korea,N/M SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME,25 POWER ST HICKSVILLE NY 11801 UNITED STATES,ROOM 1904-05 INTERNATIONAL CAPITAL SHANGHAI 31 200000 CHINA,11801,1,SZLU5040550,45R1,3300,CTN,50,X,MEDUR9108297,M,,,545E,FX42591173,LIBERIA,,MEDU,MSC MEDITTERRANEAN SHIPPING COMPANY SA,GENEVA,,,,RX SHIPPING AGENCY INC,25 POWER ST HICKSVILLE NY 11801 UNITED STATES,QINGDAO
"FROZEN MSC PINK SALMON SKINLESS PORTION .MAAK OR SALES CONTRACT PO #: S - .FISHIN PO #: PO .FIN #: - .PRODUCT NAME AND SIZE: PINK SALMON PORTION X LB .NUMBER OF CASES AND LBS: CTNS, LBS .PACKER'S MSC #: MSC-C- .FISH REGION:ALASKA GULF, USA FAO .COUNTRY OF ORIGIN:CHINA .BE, ST BY DATE: / / .MANUFACTURER'S NAME: QINGDAO JIAODONG FOODSTUFFS DEVELOPMENT CO.,LTD ADDRESS:TAIWAN INDUSTRIAL DISTRICT LANZHOU EAST ROAD JIAOZHOU QINGDAO CHINA PLANT #:FN FDA REGISTRATION NUMBER: THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS TEMP: - 'C VENT:CLOSED",RX SHIPPING AGENCY INC,RX SHIPPING AGENCY INC,SHANGHAI ATLANTIC GATE FORWARDING L,2025-12-22,2,47740,21700,Pusan,"Mobile, Alabama",CONTI CHIVALRY,South Korea,N/M SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME,25 POWER ST HICKSVILLE NY 11801 UNITED STATES,ROOM 1904-05 INTERNATIONAL CAPITAL SHANGHAI 31 200000 CHINA,11801,1,SZLU5040544,45R1,3300,CTN,50,X,MEDUR9108305,M,,,545E,FX42591174,LIBERIA,,MEDU,MSC MEDITTERRANEAN SHIPPING COMPANY SA,GENEVA,,,,RX SHIPPING AGENCY INC,25 POWER ST HICKSVILLE NY 11801 UNITED STATES,QINGDAO
"FROZEN MSC PINK SALMON SKINLESS PORTION .MAAK OR SALES CONTRACT PO #: S - .FISHIN PO #: PO .FIN #: - .PRODUCT NAME AND SIZE: PINK SALMON PORTION X LB .NUMBER OF CASES AND LBS: CTNS, LBS .PACKER'S MSC #: MSC-C- .FISH REGION:ALASKA GULF, USA FAO .COUNTRY OF ORIGIN:CHINA .BE, ST BY DATE: / / .MANUFACTURER'S NAME: QINGDAO JIAODONG FOODSTUFFS DEVELOPMENT CO.,LTD ADDRESS:TAIWAN INDUSTRIAL DISTRICT LANZHOU EAST ROAD JIAOZHOU QINGDAO CHINA PLANT #:FN FDA REGISTRATION NUMBER: THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS TEMP: - 'C VENT:CLOSED",RX SHIPPING AGENCY INC,RX SHIPPING AGENCY INC,SHANGHAI ATLANTIC GATE FORWARDING L,2025-12-22,2,47740,21700,Pusan,"Mobile, Alabama",CONTI CHIVALRY,South Korea,N/M SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME,25 POWER ST HICKSVILLE NY 11801 UNITED STATES,ROOM 1904-05 INTERNATIONAL CAPITAL SHANGHAI 31 200000 CHINA,11801,1,SZLU5043034,45R1,3300,CTN,50,X,MEDUR9106713,M,,,545E,FX42591175,LIBERIA,,MEDU,MSC MEDITTERRANEAN SHIPPING COMPANY SA,GENEVA,,,,RX SHIPPING AGENCY INC,25 POWER ST HICKSVILLE NY 11801 UNITED STATES,QINGDAO
"FREIGHT COLLECT FURNITURE SOFA PI PO THE AS PER SHIPPER DECLARED, CARRIER NOT RESPONSIBLE SHIPMENT DOES NOT CONTAIN ANY WOOD PACKING MATERIALS, HS CODE: ALSO NOTIFY PARTY: . ALLIANCE ENTERTAINMENT INC DBA NAME IMAGE HOME FURNISHINGS N SEWARD MERIDIAN PKWY WASILLA ALASKA PHONE : - - EMAIL : DONNY IMAGEHOME.COM . LOGISTEED AMERICA, INC. N.W. TH STREET SUITE DORAL, FL. TEL: ( ) - FAX: ( ) - MIA.OPERATIONS LOGISTEED-AMERICA.COM SHIP TO: ALLIANCE ENTERTAINMENT INC DBA NAME IMAGE HOME FURNISHINGS N SEWARD MERIDIAN PKWY WASILLA ALASKA",IMAGE HOME FURNISHINGS,IMAGE HOME FURNISHINGS,MAN WAH (HONG KONG) TRADING,2025-12-22,2,19727,8967,Ningpo,"Seattle, Washington",CMA CGM PEGASUS,China,N/M,1025 N SEWARD MERIDIAN PKWY WASILLA AK 99654 USA PHONE : 907-376-1441 TE EMAIL : DONNY IMAGEHOME.COM,"COMPANY LIMITED 1/F, WAH LAI INDUSTRIAL CENTRE, 10-14 KWEI TEI STREET, TE FOTAN NEW TERRITORIES, HONG KONG",99654,1,CMAU4379113,4500,59,CTN,0,CM,CMDUSGN2923116,,,,0TNH8,M3923974,MALTA,61,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,"GULFSTREAM SHIPPERS ASSOCIATION,LLC","315 WILKESBORO BLVD, STE 2A LENOIR, NC 28645 TEL: 828.850.2360",HO CHI MINH CITY
"FREIGHT PREPAID TOTAL CARTONS CONTAINING:- COTTON POLYESTER LADIES BURNOUT PULLOVER HOODIE COTTON POLYESTER ALASKA BURNOUT CRE NECK. HS CODE:, FI NO: AHB-EXP- - HBL AMS NO: ICM MIM SCAC CODE: IOEM NET WEIGHT: . KGS ACTUAL SHIPPER: TRANDS APPAREL. ACTUAL CONSIGNEE: TEXTILE BRIDGE CORPORATION AXA GLOBAL IMPORT INC.",RAVI SSL LLC,RAVI SSL LLC,INTERNATIONAL CARGO MANAGEMENT,2025-12-21,2,26946,12248,Colombo,"Savannah, Georgia",APL FLORIDA,Sri Lanka,AS PER INVOICE,1763 NW 56 TERRACE LAUDERHILL FL 33313 TEL: +17866094074 TE EMAIL: IMPORT RAVISSL.COM,"802 8TH FLOOR BUSINESS PLAZA MUMTAZ HASAN RD,KARACHI PAKISTAN. TEL:0092-21-32462118-9. TE ON BEHALF OF",33313,1,TLLU4446126,4500,675,CTN,0,CM,CMDUAKI0605527,M,,,0XR9M,83835 R9212555,MALTA,61,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,RAVI SSL LLC,1763 NW 56 TERRACE LAUDERHILL FL 33313 TEL: +17866094074,PORT QASIM
ALASKA STRONG GM ALASKA STRONG GM ALASKA STRONG GM ALASKA STRONG GM,IMPRENTA MARISCAL CIA LTDA,IMPRENTA MARISCAL CIA LTDA,MM KOTKAMILLS BOARDS OY,2025-12-21,4,76337,34699,Bremerhaven,"New York/Newark Area, Newark, New Jersey",MAERSK MONTE LINZOR,Germany,KBECF00055 IMPRENTA MARISCAL CIA LTDA GUAYAQUILECUADOR IMPRENTA MARISCAL 100 PEFC CERTIFIED INSPEFCCOC202177 HS 4810 92 10 KBECF00057IMPRENTA MARISCAL CIA LTDA GUAYAQUILECUADOR IMPRENTA MARISCAL HS 4810 92 10 KBECF00055 IMPRENTA MARISCAL CIA LTDA GUAYAQUILECUADOR IMPRENTA MARISCAL 100 PEFC CERTIFIED INSPEFCCOC202177 HS 4810 92 10 KBECF00057IMPRENTA MARISCAL CIA LTDA GUAYAQUILECUADOR IMPRENTA MARISCAL HS 4810 92 10,RUC 1790142981001 AV.INTEROCEANICA QUITO PICHINCHA NA 170150 EC EM ffuentes@imprentamariscal,P.O. Box 6263 FI48101 KOTKA KOTKA NA 00019 FI EM terhi.nurmivaara@mm.group,170150,2,CAAU6532329 MRSU4491275,45G1 45G1,44,CTN,2426,CF,MAEU260778379,,,,549S,FI0191254 FI0191256,SINGAPORE,,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",IMPRENTA MARISCAL CIA LTDA,RUC 1790142981001 AV.INTEROCEANICA,KOTKA
ALASKA WHITE ALASKA WHITE HS CODE,MM BOARD & PAPER USA INC.,MM BOARD & PAPER USA INC,MM BOARD & PAPER SALES GMBH,2025-12-21,4,98091,44587,Wilhelmshaven,"New York/Newark Area, Newark, New Jersey",PORTO GERMENO,Germany,NO MARKS NO MARKS .,"5126 SOUTH ROYAL ATLANTA DRIVE, TUCKER, GA 30084 USA",BRAHMSPLATZ 6 1040 VIENNA AUSTRIA,30084,2,FBLU0172698 HLBU3169642,4510 4510,88,PCS,0,,HLCUHAM2510BECO0,,,,549W,S1184238 B455441,LIBERIA,,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,JOHN A. STEER CO.,"2100 CORAL WAY, SUITE 501 MIAMI, FLORIDA USA EMAIL D.PROCACCINOJASTEER.COM","KWIDZYN, PL"
ALASKAN MARCHANDISE,DUFRY CRUILSE SERVICES LLC,DUFRY CRUISE SERVICE,NCL (BAHAMAS) LTD.,2025-12-21,0,2079,945,High Seas,"Los Angeles, California",NORWEGIAN BLISS,Unknown,AS ADDR,13690 NW 14TH STREET MIAMI FL 33182 US,7665 CORPORATE CENTER DRIVE MIAMI FL 33126 US FAUZIA LYN TE 1 (305) 436-9126,33182,1,NC,,63,CTN,0,,NOCLBLS122125018,,,,WNL21,,BAHAMAS,61,NOCL,,,,,,-NOT AVAILABLE-,-NOT AVAILABLE-,"LOS ANGELES, CA"
"CARGO IS STOWED IN A REFRIGERATED CONTAINER STHE SHIPPER'S REQUESTED CARRYING TEMPERATURE - DEGREES CELSIUS FROZEN ALASKA POLLACK (GUT OFF, SLICE, WITHOUTHEAD, TAIL) ( G)BAG /CARTON BOX BOX , . KGS , KGS, FROZEN ALASKA POLLACK (GUT OFF) ( G)BAG /CARTON BOX BOX , . KGS , KGS FROZEN ALASKA POLLACK (GUT OFF, SLICE, WITHOUTHEAD, TAIL) KG PER CARTONBOX BOX , . KGS , KGSTEMP : CARGO IS STOWED IN REFRIGERATED CONTAINER(S) SET AT THE SHIPPER'S REQUESTED CARRYING TEMPERATURE OF - 'C DEGREES OF CELSIUS VENT : FULL CLOSED CMA BL NO: SEL HBL NO: GDLP U",TRANS GATE INTERNATIONAL LLC,TRANS GATE INTERNATIONAL LLC,GREAT DRAGON LOGISTICS LTD,2025-12-20,2,42671,19396,Pusan,"New York/Newark Area, Newark, New Jersey",EVER FOCUS,South Korea,N/M,"15 HENRY AVE PALISADES PARK, NJ 07650 TEL 718-244-7190 TE EMAIL: GENERAL TRANSGATE.US","HEUNGWOO BLDG, 8FLOOR, 89 2, 4-KA, CHUNGANG-DONG, CHUNG-KU, PUSAN, KOREA 600-721 TE BUSAN 048-059",07650,1,CGMU5632796,45R4,1400,BOX,0,CM,CMDUSEL1986537,M,,,0VCLY,R8920514,PANAMA,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,TRANS GATE INTERNATIONAL LLC,"15 HENRY AVE PALISADES PARK, NJ 07650 TEL 718-244-7190","BUSAN, KOREA"
"------------ CGMU DESCRIPTION---------FROZEN ALASKA POLLACK (GUT OFF, SLICE, WITHOUTHEAD, TAIL) ( G)BAG /CARTON BOX BOX , . KGS , KGS FROZEN ALASKA POLLACK (GUT OFF), ( G)BAG /CARTON BOX BOX , . KGS , KGS FROZEN ALASKA POLLACK (GUT OFF, SLICE, WITHOUTHEAD, TAIL) KG PER CARTONBOX BOX , . KGS , KGS TEMP : CARGO IS STOWED IN REFRIGERATED CONTAINER(S) SET AT THE SHIPPER'SREQUESTED CARRYING TEMPERATURE OF- 'C DEGREECELSIUS VENT : FULL CLOSE MARKINGS: N/M FAX : - - - -------------GENERIC DESCRIPTION-------------CARGO IS STOWED IN A REFRIGERATED CONTAINER STHE SHIPPER'S REQUESTED CARRYING TEMPERATURE - DEGREES CELSIUS",GRAND BK,GRAND BK CORP,"OCEANFRIEND CO., LTD",2025-12-20,2,33101,15046,Pusan,"New York/Newark Area, Newark, New Jersey",EVER FOCUS,South Korea,NO MARKS,"BK333 STARKE RD CARLSTADT, NJ 07072 TEL : 201-636-8000, FAX : 201-636-8103","907, 19, SEOUN-RO, SEOCHO-GU, SEOUL, 06732,REP. OF KOREA TEL : 82-2-523-2117 /",07072,1,CGMU5632796,45R4,1400,BOX,0,CM,CMDUSEL1992000,H,,CMDUSEL1986537,0VCLY,R8920514,PANAMA,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,K GREEN,"17326 EDWARDS RD. A240, CERRITOS, CA 90703 TEL : 562-426-0031","BUSAN, KOREA"
ALASKA STRONG GSM ALASKA STRONG GSM ALASKA STRONG GSM,MM BOARD & PAPER USA INC.,MM BOARD & PAPER USA INC,MM KOTKAMILLS BOARDS OY,2025-12-20,6,120802,54910,Stade,"New York/Newark Area, Newark, New Jersey",SFL HAWAII,Germany,NO MARKS NO MARKS NO MARKS,5126 SOUTH ROYAL ATLANTA DRIVE GA 30084 TUCKER USA,P.O. BOX 62-63 FI-48101 KOTKA FINNLAND,30084,3,FANU1032251 HAMU3149760 HAMU4139180,4510 4510 4510,90,PCS,0,,HLCUHAM2510AULH1,,,,548W,HLD0268833 HLD0268802 HLD1072555,LIBERIA,,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,JOHN A. STEER CO.,"2100 CORAL WAY, SUITE 501 MIAMI, FLORIDA USA EMAIL D.PROCACCINOJASTEER.COM","KOTKA, FI"
